ID_Individu,Departement,Milieu,Genre,Tranche_Age,Age,Niveau_Education,Secteur_Activite,Revenu_Mensuel_HTG,Possede_Telephone,Possede_Smartphone,Acces_Internet,Acte_Naissance,CIN_Carte_Identite,NIF_Matricule_Fiscal,Titre_Propriete,Statut_Logement,Source_Energie,Implique_Agriculture,Niveau_Inclusion_Financiere,Compte_Bancaire,Credit_Formel,Montant_Credit_Formel_HTG,Credit_Informel,Epargne_Formelle,Membre_Tontine_Sol,Mobile_Money,Planification_Financiere,Controle_Depenses,Manque_Argent_Frequent,Raison_Principale_Manque_Argent,Besoin_Education_Financiere,Jamais_Eu_Credit_Formel,Poids_Sondage,Cluster,Profil,X_pca_PC1,X_pca_PC2,X_pca_PC3
HTI2018_1572,Centre,Urbain,Femme,45-60,56,Primaire,Agriculture/Élevage,1851,Oui,Non,Oui,Oui,Non,Oui,Non,Locataire,Connexion illégale,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Oui,Souvent,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment épargner,Oui,1.6333,0,Agriculteurs vulnérables,-0.44637256958433164,-0.4469518934881425,-1.2352682031128206
HTI2018_1573,Aire Métropolitaine,Urbain,Homme,60+,68,Supérieur/Professionnel,Commerce informel,7201,Oui,Oui,Oui,Oui,Oui,Non,Non,Locataire,Connexion individuelle,Non,Bancarisé,Oui,Non,0,Non,Oui,Non,Oui,Souvent,Aucun contrôle,Non,Sans objet,Comment investir,Oui,2.5067,5,Commerçants informels,3.5269234079557323,1.765453296566615,0.767582917083029
HTI2018_1574,Nippes,Urbain,Homme,15-17,15,Secondaire,Services/Transport,7787,Oui,Oui,Non,Oui,Oui,Non,Non,Logement gratuit,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Oui,Jamais,Contrôle total,Oui,Revenu irrégulier,Ne sait pas/Aucun besoin,Oui,2.8318,1,Prestataires de services,0.6341979234817202,-0.34569420052910105,-0.27328395561680663
HTI2018_1575,Aire Métropolitaine,Urbain,Homme,60+,70,Non scolarisé,Artisanat/Production,3380,Oui,Non,Non,Oui,Oui,Oui,Non,Locataire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Toujours,Contrôle total,Oui,Pas assez de revenu,Comment épargner,Oui,0.9004,2,Artisans,-0.5425643117973106,-0.6738618615462616,-0.17675780267944044
HTI2018_1576,Nord,Urbain,Homme,35-44,36,Non scolarisé,Commerce informel,2870,Oui,Non,Non,Oui,Non,Non,Non,Locataire,Connexion illégale,Non,Bancarisé,Oui,Non,0,Non,Oui,Non,Non,Souvent,Contrôle avec d'autres,Oui,Frais de scolarité,Comment épargner,Oui,1.8971,5,Commerçants informels,1.4532215616181112,0.5602419690894548,0.528727897812626
HTI2018_1577,Sud,Urbain,Homme,35-44,41,Non scolarisé,Services/Transport,5215,Non,Non,Non,Oui,Oui,Non,Non,Propriétaire,Connexion individuelle,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Jamais,Ne sait pas,Oui,Pas assez de revenu,Comment épargner,Oui,1.1605,1,Prestataires de services,-0.32574769830395656,-1.1936262283669692,-0.43787151542224817
HTI2018_1578,Nord,Urbain,Homme,35-44,39,Secondaire,Agriculture/Élevage,3726,Oui,Non,Non,Oui,Oui,Oui,Non,Locataire,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Oui,Non,Oui,Oui,Toujours,Contrôle total,Oui,Pas assez de revenu,Comment budgétiser,Oui,2.9956,0,Agriculteurs vulnérables,-0.44680686586580315,-0.6301775160983412,-0.0638053229902311
HTI2018_1579,Centre,Rural,Homme,45-60,58,Non scolarisé,Agriculture/Élevage,956,Oui,Non,Non,Oui,Non,Non,Non,Propriétaire,Aucune source,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Souvent,Contrôle total,Non,Sans objet,Comment épargner,Oui,2.4049,0,Agriculteurs vulnérables,-1.4429323909226595,-1.6830126029513972,-1.2159083055162725
HTI2018_1581,Artibonite,Urbain,Femme,35-44,41,Non scolarisé,Agriculture/Élevage,1599,Oui,Non,Oui,Oui,Oui,Non,Non,Locataire,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle total,Non,Sans objet,Comment obtenir un prêt,Oui,3.1901,0,Agriculteurs vulnérables,-1.0952621622259333,-1.6472746470682187,-0.6637716078787678
HTI2018_1582,Aire Métropolitaine,Rural,Homme,35-44,37,Non scolarisé,Commerce informel,4779,Non,Non,Non,Oui,Oui,Non,Oui,Habitation avec propriétaire,Aucune source,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Oui,Non,Jamais,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment investir,Oui,2.9282,5,Commerçants informels,0.3695558721706726,-0.6566110664961851,1.8047806176480714
HTI2018_1583,Artibonite,Urbain,Homme,25-34,28,Primaire,Agriculture/Élevage,4497,Oui,Non,Non,Oui,Oui,Oui,Non,Propriétaire,Connexion illégale,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Oui,Non,Toujours,Aucun contrôle,Non,Sans objet,Comment épargner,Oui,3.3395,0,Agriculteurs vulnérables,0.3203756888524373,-0.8026162562583371,-0.7395309459769035
HTI2018_1584,Aire Métropolitaine,Urbain,Femme,60+,77,Secondaire,Services/Transport,6052,Non,Non,Non,Oui,Oui,Non,Non,Locataire,Connexion individuelle,Non,Bancarisé,Oui,Non,0,Non,Non,Oui,Non,Toujours,Contrôle avec d'autres,Non,Sans objet,Comment épargner,Oui,3.2965,1,Prestataires de services,1.9218543859416142,0.15059488205306112,0.046272702574219934
HTI2018_1585,Aire Métropolitaine,Rural,Femme,25-34,32,Secondaire,Artisanat/Production,1484,Oui,Oui,Non,Non,Oui,Non,Non,Habitation avec propriétaire,Connexion individuelle,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Oui,Jamais,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment épargner,Oui,3.248,2,Artisans,-0.13050908342724035,0.13993698866162224,-0.16729361654689687
HTI2018_1586,Aire Métropolitaine,Urbain,Femme,35-44,36,Secondaire,Sans activité/Ménage,0,Oui,Non,Non,Oui,Oui,Non,Non,Propriétaire,Connexion individuelle,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Toujours,Contrôle avec d'autres,Non,Sans objet,Comment épargner,Oui,3.1944,4,Ménages sans revenus,-2.634494470025524,3.4159963981020116,0.06212824489376186
HTI2018_1587,Aire Métropolitaine,Urbain,Femme,15-17,16,Primaire,Agriculture/Élevage,1343,Oui,Non,Non,Oui,Oui,Non,Non,Logement gratuit,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Oui,Non,Non,Non,Souvent,Ne sait pas,Non,Sans objet,Comment budgétiser,Oui,2.2945,0,Agriculteurs vulnérables,-0.8297572783429761,-1.156015327110545,-0.9892134676224146
HTI2018_1588,Artibonite,Urbain,Femme,35-44,43,Secondaire,Sans activité/Ménage,0,Non,Non,Non,Oui,Oui,Non,Non,Habitation avec propriétaire,Connexion illégale,Non,Bancarisé,Oui,Non,0,Non,Oui,Non,Non,Pas souvent,Contrôle avec d'autres,Oui,Dépenses imprévues,Comment budgétiser,Oui,2.6949,4,Ménages sans revenus,-1.229073079064297,5.093489798922175,-0.8680470064689707
HTI2018_1589,Grand-Anse,Rural,Homme,25-34,32,Primaire,Commerce informel,3355,Non,Non,Non,Oui,Non,Oui,Non,Propriétaire,EDH/Connexion collective,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Pas souvent,Contrôle avec d'autres,Non,Sans objet,Comment épargner,Oui,1.5629,5,Commerçants informels,0.08762022321623776,-1.1789781938886061,1.4417458992307894
HTI2018_1590,Nord-Ouest,Urbain,Femme,15-17,15,Secondaire,Artisanat/Production,5986,Non,Non,Non,Oui,Oui,Non,Non,Propriétaire,Connexion individuelle,Non,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle total,Non,Sans objet,Ne sait pas/Aucun besoin,Oui,2.4783,2,Artisans,0.41545352356622156,-0.7545541477919219,0.3335893893076721
HTI2018_1592,Sud,Urbain,Femme,25-34,29,Primaire,Agriculture/Élevage,1581,Oui,Oui,Oui,Oui,Non,Non,Non,Propriétaire,EDH/Connexion collective,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Toujours,Contrôle avec d'autres,Non,Sans objet,Comment investir,Oui,1.7216,0,Agriculteurs vulnérables,-0.9396406486348409,-1.373144738296299,-1.1071670638765294
HTI2018_1593,Nippes,Urbain,Homme,45-60,48,Secondaire,Agriculture/Élevage,1394,Oui,Non,Non,Oui,Non,Non,Non,Locataire,Connexion individuelle,Oui,Exclus financièrement,Non,Non,0,Oui,Non,Oui,Non,Souvent,Contrôle total,Oui,Revenu irrégulier,Ne sait pas/Aucun besoin,Oui,2.1731,0,Agriculteurs vulnérables,-1.432199990413528,-1.2540039743278055,-0.09978296400795515
HTI2018_1594,Centre,Rural,Homme,45-60,53,Secondaire,Sans activité/Ménage,555,Non,Non,Non,Oui,Oui,Non,Oui,Propriétaire,EDH/Connexion collective,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle avec d'autres,Non,Sans objet,Comment épargner,Oui,1.631,4,Ménages sans revenus,-1.3345900925895258,1.615021462229464,-0.011147713556309906
HTI2018_1596,Nord,Urbain,Femme,15-17,15,Non scolarisé,Agriculture/Élevage,1503,Oui,Non,Non,Oui,Non,Non,Non,Locataire,Connexion individuelle,Oui,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle total,Oui,Médicaments/Santé,Comment budgétiser,Oui,0.832,0,Agriculteurs vulnérables,-1.8700474764461223,-1.8280570662750546,-0.5781171995235478
HTI2018_1597,Centre,Urbain,Femme,25-34,26,Secondaire,Services/Transport,725,Oui,Non,Non,Oui,Oui,Non,Non,Propriétaire,Connexion illégale,Non,Autre formel (non-bancaire),Non,Non,0,Oui,Non,Non,Non,Jamais,Contrôle total,Oui,Pas assez de revenu,Comment épargner,Oui,2.3838,1,Prestataires de services,0.3195045818523234,0.29907221829901737,-0.3424243938359641
HTI2018_1598,Aire Métropolitaine,Urbain,Homme,25-34,25,Secondaire,Services/Transport,5482,Oui,Non,Non,Oui,Oui,Non,Oui,Habitation avec propriétaire,Connexion individuelle,Non,Autre formel (non-bancaire),Non,Non,0,Non,Oui,Non,Non,Toujours,Contrôle total,Non,Sans objet,Comment investir,Oui,1.3103,1,Prestataires de services,2.6160755427434594,0.9411733942820341,-1.1242097167072673
HTI2018_1599,Nord-Est,Urbain,Homme,25-34,31,Primaire,Agriculture/Élevage,1430,Oui,Non,Non,Oui,Oui,Non,Non,Locataire,Connexion individuelle,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Pas souvent,Contrôle total,Oui,Pas assez de revenu,Comment épargner,Oui,1.5948,0,Agriculteurs vulnérables,-1.256052807821223,-0.9483189434830416,-1.0362659352008272
HTI2018_1601,Nord,Rural,Femme,35-44,39,Non scolarisé,Commerce informel,5104,Oui,Non,Non,Oui,Oui,Non,Non,Locataire,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Oui,Non,Oui,Non,Souvent,Aucun contrôle,Oui,Pas assez de revenu,Comment obtenir un prêt,Oui,2.9372,5,Commerçants informels,-0.27108642988374637,-1.1501907177872248,2.318723595691265
HTI2018_1602,Grand-Anse,Rural,Homme,45-60,59,Non scolarisé,Agriculture/Élevage,1540,Non,Non,Non,Oui,Non,Non,Non,Habitation avec propriétaire,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle total,Non,Sans objet,Comment budgétiser,Oui,1.6721,0,Agriculteurs vulnérables,-1.4961853341608384,-2.010731297808884,-1.2990312074996622
HTI2018_1603,Nord,Urbain,Femme,60+,70,Secondaire,Services/Transport,8646,Oui,Non,Non,Oui,Non,Non,Non,Locataire,Connexion illégale,Non,Informel seulement,Non,Non,0,Non,Non,Oui,Non,Souvent,Aucun contrôle,Oui,Revenu irrégulier,Comment obtenir un prêt,Oui,3.3538,1,Prestataires de services,0.4325844378262808,-0.8056687898413128,0.3755024169504806
HTI2018_1604,Aire Métropolitaine,Rural,Femme,18-24,19,Non scolarisé,Agriculture/Élevage,1828,Non,Non,Non,Oui,Oui,Non,Non,Locataire,Aucune source,Oui,Bancarisé,Oui,Non,0,Non,Oui,Non,Non,Jamais,Ne sait pas,Non,Sans objet,Comment budgétiser,Oui,1.0565,0,Agriculteurs vulnérables,0.962944199060947,0.08145101498646,-2.3409011851694923
HTI2018_1605,Centre,Urbain,Femme,15-17,16,Primaire,Agriculture/Élevage,2732,Oui,Oui,Non,Oui,Oui,Non,Non,Locataire,Connexion individuelle,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Jamais,Aucun contrôle,Oui,Revenu irrégulier,Comment obtenir un prêt,Oui,3.4745,0,Agriculteurs vulnérables,-1.1636512224773907,-1.1979488824917472,-1.0999513925887932
HTI2018_1606,Ouest (reste),Urbain,Femme,35-44,35,Secondaire,Agriculture/Élevage,1708,Oui,Non,Non,Oui,Non,Non,Non,Propriétaire,Connexion illégale,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Oui,Non,Jamais,Contrôle avec d'autres,Oui,Revenu irrégulier,Comment épargner,Oui,2.7689,0,Agriculteurs vulnérables,-0.7124053267420191,-0.8163424379569454,-0.6295307777538931
HTI2018_1607,Aire Métropolitaine,Urbain,Homme,35-44,41,Secondaire,Commerce informel,5799,Oui,Non,Non,Oui,Oui,Oui,Non,Habitation avec propriétaire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Toujours,Contrôle total,Non,Sans objet,Comment épargner,Oui,1.7385,5,Commerçants informels,0.9802548959484797,-0.37846386745814453,1.6677570028479376
HTI2018_1608,Nord,Urbain,Femme,45-60,60,Secondaire,Emploi salarié formel,11207,Non,Non,Non,Oui,Oui,Oui,Oui,Propriétaire,Connexion illégale,Non,Bancarisé,Oui,Non,0,Non,Non,Non,Non,Toujours,Contrôle total,Oui,Revenu irrégulier,Comment obtenir un prêt,Oui,3.102,3,Salariés formels,2.528378973291009,1.0071909497856777,-1.4334747506734755
HTI2018_1610,Aire Métropolitaine,Urbain,Homme,25-34,28,Secondaire,Sans activité/Ménage,1056,Non,Non,Non,Oui,Non,Oui,Non,Propriétaire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Oui,Non,Non,Non,Jamais,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment épargner,Oui,2.6209,4,Ménages sans revenus,-2.0483373903424695,1.1354846434564219,0.24752757361105113
HTI2018_1611,Aire Métropolitaine,Rural,Homme,35-44,43,Non scolarisé,Artisanat/Production,2756,Oui,Non,Non,Oui,Non,Non,Non,Habitation avec propriétaire,Aucune source,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Toujours,Contrôle total,Oui,Frais de scolarité,Comment investir,Oui,1.261,2,Artisans,-0.8984162619392239,-1.0256068853872191,-0.2341920482279259
HTI2018_1612,Nord,Urbain,Homme,45-60,46,Secondaire,Agriculture/Élevage,4623,Oui,Non,Non,Oui,Non,Non,Oui,Copropriétaire,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle total,Non,Sans objet,Comment épargner,Oui,1.2204,0,Agriculteurs vulnérables,-0.6869491285902963,-1.6556273189754296,-1.098081613843664
HTI2018_1613,Aire Métropolitaine,Urbain,Femme,35-44,43,Primaire,Commerce informel,6716,Oui,Non,Non,Oui,Oui,Oui,Oui,Propriétaire,Connexion illégale,Non,Bancarisé,Oui,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle avec d'autres,Oui,Médicaments/Santé,Comment investir,Oui,2.804,5,Commerçants informels,1.1497925214119047,-0.0500268743964133,1.8394444512415864
HTI2018_1614,Aire Métropolitaine,Urbain,Homme,35-44,38,Supérieur/Professionnel,Services/Transport,5215,Oui,Non,Non,Oui,Oui,Non,Non,Copropriétaire,EDH/Connexion collective,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Souvent,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment épargner,Oui,1.4642,1,Prestataires de services,1.342308508181133,0.4873132935217304,-0.2872805029317201
HTI2018_1615,Nord-Ouest,Rural,Homme,45-60,56,Primaire,Agriculture/Élevage,456,Oui,Non,Non,Oui,Non,Non,Non,Propriétaire,Aucune source,Oui,Exclus financièrement,Non,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle avec d'autres,Oui,Revenu irrégulier,Ne sait pas/Aucun besoin,Oui,2.2009,0,Agriculteurs vulnérables,-1.9517252749886362,-1.2745313106813552,-0.412217579090455
HTI2018_1616,Nord-Ouest,Urbain,Homme,60+,63,Secondaire,Agriculture/Élevage,1998,Oui,Non,Non,Oui,Oui,Non,Non,Propriétaire,Connexion illégale,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Pas souvent,Contrôle total,Oui,Pas assez de revenu,Comment investir,Oui,2.1366,0,Agriculteurs vulnérables,-0.23533555499448638,-0.18438137991698106,-1.1324184298182391
HTI2018_1617,Aire Métropolitaine,Urbain,Homme,18-24,23,Secondaire,Artisanat/Production,2043,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Locataire,Connexion illégale,Oui,Bancarisé,Oui,Non,0,Non,Non,Non,Non,Toujours,Ne sait pas,Oui,Médicaments/Santé,Comment investir,Oui,2.2765,2,Artisans,0.9735768334418374,0.9111826896034751,-0.41971974504528253
HTI2018_1618,Aire Métropolitaine,Urbain,Femme,35-44,39,Primaire,Commerce informel,342,Oui,Oui,Oui,Oui,Oui,Non,Non,Logement gratuit,Connexion individuelle,Non,Bancarisé,Oui,Non,0,Non,Oui,Non,Non,Toujours,Contrôle total,Oui,Pas assez de revenu,Comment budgétiser,Oui,2.8167,5,Commerçants informels,1.60132010440711,1.8756574298086333,0.6888976747837886
HTI2018_1619,Artibonite,Urbain,Femme,45-60,47,Primaire,Artisanat/Production,8212,Oui,Oui,Oui,Oui,Non,Non,Non,Locataire,Connexion illégale,Non,Informel seulement,Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle total,Non,Sans objet,Comment obtenir un prêt,Oui,3.4812,2,Artisans,0.18280702491137701,-1.2299291441759883,-0.513818393600981
HTI2018_1620,Ouest (reste),Urbain,Femme,45-60,59,Secondaire,Agriculture/Élevage,2686,Oui,Non,Non,Oui,Oui,Non,Non,Propriétaire,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Non,Non,Oui,Oui,Souvent,Contrôle avec d'autres,Non,Sans objet,Comment budgétiser,Oui,0.8715,0,Agriculteurs vulnérables,-0.06929539250835808,-0.7440041958539373,-0.38665880511716094
HTI2018_1621,Sud,Rural,Femme,25-34,30,Non scolarisé,Commerce informel,4476,Oui,Non,Oui,Oui,Non,Non,Non,Locataire,Connexion illégale,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Oui,Non,Souvent,Contrôle avec d'autres,Oui,Frais de scolarité,Ne sait pas/Aucun besoin,Oui,1.8101,5,Commerçants informels,0.19693950349404138,-0.835538546388729,1.866134224667195
HTI2018_1622,Aire Métropolitaine,Urbain,Homme,18-24,18,Primaire,Commerce informel,4151,Oui,Oui,Non,Oui,Oui,Non,Non,Propriétaire,Aucune source,Non,Bancarisé,Oui,Non,0,Non,Oui,Non,Oui,Toujours,Aucun contrôle,Oui,Pas assez de revenu,Comment investir,Oui,1.7078,5,Commerçants informels,2.5561576584278223,1.6328805509403463,0.6556278586061035
HTI2018_1623,Nord-Est,Urbain,Femme,35-44,44,Non scolarisé,Artisanat/Production,6786,Oui,Oui,Non,Oui,Non,Non,Non,Locataire,EDH/Connexion collective,Non,Informel seulement,Non,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle avec d'autres,Non,Sans objet,Comment budgétiser,Oui,1.6689,2,Artisans,-0.08517289125960505,-1.5383234048534096,0.021318762641192767
HTI2018_1624,Nippes,Urbain,Homme,60+,69,Supérieur/Professionnel,Services/Transport,4393,Oui,Oui,Oui,Oui,Oui,Oui,Non,Propriétaire,Connexion individuelle,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Oui,Toujours,Contrôle total,Non,Sans objet,Comment budgétiser,Oui,1.4178,1,Prestataires de services,1.4018603288853813,0.17713234157177923,-0.09449026604332145
HTI2018_1625,Sud,Urbain,Homme,25-34,34,Secondaire,Emploi salarié formel,2183,Non,Non,Non,Oui,Oui,Oui,Non,Propriétaire,Connexion individuelle,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle avec d'autres,Oui,Frais de scolarité,Comment budgétiser,Oui,1.8542,3,Salariés formels,1.5739399480958698,0.7440843857524608,-0.8360001534354727
HTI2018_1626,Aire Métropolitaine,Urbain,Femme,18-24,18,Secondaire,Sans activité/Ménage,0,Non,Non,Non,Oui,Oui,Non,Non,Copropriétaire,Connexion illégale,Non,Bancarisé,Oui,Non,0,Non,Oui,Oui,Non,Pas souvent,Contrôle avec d'autres,Oui,Frais de scolarité,Comment épargner,Oui,2.3585,4,Ménages sans revenus,-1.250085928788751,4.946586125370723,-0.3017948369408054
HTI2018_1627,Aire Métropolitaine,Urbain,Femme,18-24,18,Supérieur/Professionnel,Artisanat/Production,2553,Non,Non,Non,Oui,Oui,Non,Non,Locataire,Connexion individuelle,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Souvent,Ne sait pas,Non,Sans objet,Comment investir,Oui,2.2713,2,Artisans,1.3068007415193068,0.5712973931789113,-0.37510294282205536
HTI2018_1628,Nord-Ouest,Rural,Femme,18-24,23,Primaire,Agriculture/Élevage,3011,Oui,Non,Non,Oui,Oui,Non,Non,Propriétaire,Aucune source,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Pas souvent,Contrôle total,Non,Sans objet,Comment budgétiser,Oui,1.0232,0,Agriculteurs vulnérables,0.10381493872059099,-0.7618034735395991,-1.441406597333571
HTI2018_1629,Aire Métropolitaine,Rural,Femme,18-24,24,Primaire,Agriculture/Élevage,1540,Oui,Oui,Oui,Oui,Oui,Non,Non,Logement gratuit,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Oui,Jamais,Contrôle total,Oui,Pas assez de revenu,Ne sait pas/Aucun besoin,Oui,1.8879,0,Agriculteurs vulnérables,-1.0050357713600573,-0.7463871023777114,-1.1030336575808946
HTI2018_1630,Artibonite,Urbain,Femme,18-24,24,Secondaire,Agriculture/Élevage,1367,Non,Non,Non,Oui,Non,Non,Non,Propriétaire,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Toujours,Aucun contrôle,Oui,Pas assez de revenu,Comment épargner,Oui,2.8413,0,Agriculteurs vulnérables,-1.163048102201423,-0.8308041979719227,-0.8669002428488273
HTI2018_1631,Nord,Urbain,Homme,45-60,47,Non scolarisé,Sans activité/Ménage,0,Oui,Oui,Oui,Oui,Non,Non,Non,Propriétaire,Connexion individuelle,Non,Informel seulement,Non,Non,0,Non,Non,Non,Non,Souvent,Ne sait pas,Oui,Pas assez de revenu,Comment investir,Oui,2.2226,4,Ménages sans revenus,-3.6851230143322278,2.7680354209153597,-0.18141501924944742
HTI2018_1632,Aire Métropolitaine,Urbain,Femme,45-60,48,Secondaire,Services/Transport,12222,Oui,Oui,Oui,Oui,Oui,Non,Non,Propriétaire,Connexion illégale,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Oui,Non,Jamais,Contrôle total,Oui,Pas assez de revenu,Comment épargner,Oui,2.3359,1,Prestataires de services,1.063382144575659,-0.395393280612682,0.14265918425835872
HTI2018_1633,Centre,Urbain,Femme,35-44,37,Primaire,Agriculture/Élevage,61,Oui,Non,Non,Oui,Non,Non,Oui,Locataire,Connexion individuelle,Oui,Autre formel (non-bancaire),Non,Non,0,Oui,Non,Oui,Non,Souvent,Aucun contrôle,Non,Sans objet,Comment investir,Oui,3.4103,0,Agriculteurs vulnérables,-1.290798781853955,-0.4721316500362816,-0.6362849743608512
HTI2018_1634,Sud,Urbain,Femme,45-60,58,Secondaire,Sans activité/Ménage,626,Oui,Non,Non,Oui,Oui,Oui,Non,Locataire,Connexion illégale,Non,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Pas souvent,Contrôle avec d'autres,Oui,Pas assez de revenu,Comment épargner,Oui,1.3039,4,Ménages sans revenus,-1.6780011260648386,1.8970629799099814,0.18155601632924726
HTI2018_1635,Aire Métropolitaine,Urbain,Homme,15-17,17,Secondaire,Artisanat/Production,3380,Oui,Oui,Non,Oui,Non,Oui,Non,Propriétaire,EDH/Connexion collective,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Oui,Non,Pas souvent,Contrôle total,Oui,Pas assez de revenu,Comment investir,Oui,2.8575,2,Artisans,0.19503016433820802,-0.27452951546974513,0.20484761130883586
HTI2018_1636,Aire Métropolitaine,Rural,Femme,35-44,41,Non scolarisé,Agriculture/Élevage,1219,Non,Non,Non,Oui,Oui,Non,Non,Propriétaire,Aucune source,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Oui,Non,Jamais,Contrôle avec d'autres,Non,Sans objet,Comment épargner,Oui,1.0494,0,Agriculteurs vulnérables,-0.5359331024046473,-1.1337192241407392,-0.9640677182241292
HTI2018_1637,Artibonite,Urbain,Femme,35-44,41,Supérieur/Professionnel,Commerce informel,47,Oui,Non,Oui,Oui,Oui,Oui,Non,Propriétaire,Connexion illégale,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Pas souvent,Contrôle avec d'autres,Oui,NSP/Autre,Comment investir,Oui,2.4109,5,Commerçants informels,0.13433664984162866,1.5816361748636054,1.5506935173955918
HTI2018_1638,Nord-Ouest,Rural,Femme,15-17,17,Secondaire,Agriculture/Élevage,2434,Non,Non,Non,Non,Oui,Non,Non,Propriétaire,Panneau solaire,Oui,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Jamais,Contrôle total,Oui,Pas assez de revenu,Comment budgétiser,Oui,1.0758,0,Agriculteurs vulnérables,-0.22068491644840627,-0.3115838208757906,-1.2465222652414671
HTI2018_1639,Sud,Urbain,Femme,35-44,38,Secondaire,Commerce informel,4284,Oui,Non,Non,Oui,Oui,Non,Non,Habitation avec propriétaire,Connexion individuelle,Non,Informel seulement,Non,Non,0,Non,Non,Oui,Non,Jamais,Contrôle avec d'autres,Non,Sans objet,Comment investir,Oui,3.4929,5,Commerçants informels,0.9593410788082407,-0.513471289623283,2.0085267722524844
HTI2018_1640,Ouest (reste),Urbain,Homme,45-60,51,Secondaire,Sans activité/Ménage,715,Oui,Non,Non,Oui,Non,Oui,Non,Propriétaire,Connexion individuelle,Non,Autre formel (non-bancaire),Non,Non,0,Non,Non,Non,Non,Souvent,Contrôle total,Oui,Frais de scolarité,Comment épargner,Oui,2.2663,4,Ménages sans revenus,-1.1743308777472972,2.1228210998293155,-0.05510132325176124
HTI2018_1641,Artibonite,Urbain,Homme,18-24,24,Non scolarisé,Agriculture/Élevage,1998,Oui,Non,Non,Non,Non,Non,Non,Propriétaire,Connexion illégale,Oui,Exclus financièrement,Non,Non,0,Non,Non,Non,Non,Souvent,Contrôle total,Non,Sans objet,Comment budgétiser,Oui,2.0885,0,Agriculteurs vulnérables,-1.221756814276256,-1.8339967059649689,-1.2652183223961446
